"origin_iso","destination_iso","originregion_name","destinationregion_name","origin_name","destination_name","ftype","countryflow_2001","countryflow_2002","countryflow_2003","countryflow_2004","countryflow_2005","countryflow_2006","countryflow_2007","countryflow_2008","countryflow_2009","countryflow_2010","countryflow_2011","countryflow_2012","countryflow_2013","countryflow_2014","countryflow_2015"
"BR","PT","America","Eurocontrol","Brazil","Portugal","inbound",0,1830,2165,2624,2828,2760,3002,3341,2963,3294,3537,3611,3551,3700,3684
"CA","DE","America","Eurocontrol","Canada","Germany","inbound",2956,2700,2900,3353,3686,3709,3777,4031,3949,4197,4309,4020,3810,3925,3901
"CA","FR","America","Eurocontrol","Canada","France","inbound",3046,2815,2829,3113,3350,3558,3662,3738,3619,3721,3680,3457,3412,3406,3764
"CA","GB","America","Eurocontrol","Canada","United Kingdom","inbound",8402,7725,7598,8615,9361,9485,10527,9296,8006,8083,7790,7837,7495,7416,7469
"CA","NL","America","Eurocontrol","Canada","Netherlands","inbound",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2072
"CH","AE","Eurocontrol","Middle East","Switzerland","United Arab Emirates","outbound",0,0,0,0,0,0,0,0,0,0,0,2042,2008,2206,2360
"CH","EG","Eurocontrol","Middle East","Switzerland","Egypt","outbound",0,0,0,0,0,0,0,1900,1981,2045,0,0,0,0,0
"CH","IL","Eurocontrol","Middle East","Switzerland","Israel","outbound",0,0,0,0,0,0,0,0,0,0,1950,1908,1899,1917,1910
"CH","RU","Eurocontrol","Asia","Switzerland","Russian Federation","outbound",2179,2267,2458,2615,2755,3044,3491,3931,3743,3868,4496,5093,5084,5064,4448
"CH","US","Eurocontrol","America","Switzerland","United States","outbound",5859,4630,4782,4592,4796,4911,5509,5450,5356,5847,6172,6234,6303,6372,6404
"CN","DE","Asia","Eurocontrol","China","Germany","inbound",0,0,0,2209,2737,3477,4051,4449,4240,4567,4856,4825,4868,5522,6206
"CN","FR","Asia","Eurocontrol","China","France","inbound",0,0,0,2396,2674,2867,2828,2764,2456,2587,2769,3155,3191,3279,3934
"CN","GB","Asia","Eurocontrol","China","United Kingdom","inbound",0,0,0,0,0,0,0,0,0,0,0,1877,2144,2464,2864
"CN","NL","Asia","Eurocontrol","China","Netherlands","inbound",0,0,0,0,0,0,2449,2621,2201,2416,2984,3045,3260,3556,3394
"CO","ES","America","Eurocontrol","Colombia","Spain","inbound",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1836
"CY","IL","Eurocontrol","Middle East","Cyprus","Israel","outbound",0,2167,0,0,0,0,0,0,0,0,0,0,0,0,0
"CY","RU","Eurocontrol","Asia","Cyprus","Russian Federation","outbound",0,0,0,0,0,0,0,1905,0,2246,2791,3298,3692,4277,3435
"CZ","RU","Eurocontrol","Asia","Czech Republic","Russian Federation","outbound",0,1846,1906,2200,2423,2845,3678,4503,4579,4733,5679,6543,7247,6632,4714
