"origin_iso","destination_iso","originregion_name","destinationregion_name","origin_name","destination_name","ftype","countryflow_2001","countryflow_2002","countryflow_2003","countryflow_2004","countryflow_2005","countryflow_2006","countryflow_2007","countryflow_2008","countryflow_2009","countryflow_2010","countryflow_2011","countryflow_2012","countryflow_2013","countryflow_2014","countryflow_2015"
"NL","TR","ESRA North-West","ESRA Mediterranean","Netherlands","Turkey","internal",5261,6195,6330,7965,8515,7294,6950,6806,6853,7734,8190,8598,9428,9787,9829
"NO","BE","ESRA North-West","ESRA North-West","Norway","Belgium","internal",0,0,0,0,0,0,0,0,0,1836,0,0,0,0,0
"NO","DE","ESRA North-West","ESRA North-West","Norway","Germany","internal",4183,4426,4905,6150,6789,8269,8561,10041,10490,10796,11489,11003,10633,9517,7842
"NO","DK","ESRA North-West","ESRA North-West","Norway","Denmark","internal",16971,18810,18495,18295,17669,18861,18698,20723,16227,16322,17192,17744,18481,18903,17955
"NO","ES","ESRA North-West","ESRA Mediterranean","Norway","Spain","internal",3362,3673,4114,4517,4772,5397,6133,6913,5528,6608,7224,7731,9955,9304,8476
"NO","FI","ESRA North-West","ESRA North-West","Norway","Finland","internal",2214,2173,2555,2487,2180,2250,2378,2536,2412,2420,2696,2331,2482,2420,2230
"NO","FR","ESRA North-West","ESRA North-West","Norway","France","internal",3051,2953,2644,3086,3213,3420,3937,3682,3148,3438,3765,3790,4002,4145,3905
"NO","GB","ESRA North-West","ESRA North-West","Norway","United Kingdom","internal",9955,9085,9431,11306,11565,12574,12926,13247,12804,12591,13394,14100,15888,15665,14289
"NO","GR","ESRA North-West","ESRA Mediterranean","Norway","Greece","internal",0,0,0,0,0,0,0,1939,0,1865,1973,2305,2312,2489,2077
"NO","IT","ESRA North-West","ESRA Mediterranean","Norway","Italy","internal",0,0,0,0,0,1948,2087,2088,0,2093,1959,1946,2068,1895,0
"NO","LV","ESRA North-West","Other Europe","Norway","Latvia","internal",0,0,0,0,0,0,0,0,0,1963,2156,2300,2326,2011,1948
"NO","NL","ESRA North-West","ESRA North-West","Norway","Netherlands","internal",5852,5913,6272,7037,6798,7405,7767,7940,7812,7530,8366,9180,9500,9673,9652
"NO","NO","ESRA North-West","ESRA North-West","Norway","Norway","internal",264228,241664,243897,245526,248760,254837,263234,260249,254143,253317,259902,267971,268298,273512,269004
"NO","PL","ESRA North-West","ESRA East","Norway","Poland","internal",0,0,0,0,0,0,2256,2848,2558,3106,3222,4259,5543,5703,6685
"NO","SE","ESRA North-West","ESRA North-West","Norway","Sweden","internal",10761,9373,8905,9373,9341,10318,9504,9995,8972,9502,10495,10052,9951,11417,10613
"NO","TR","ESRA North-West","ESRA Mediterranean","Norway","Turkey","internal",0,0,0,0,0,0,0,0,0,1842,2382,2694,2841,2344,2345
"PL","AT","ESRA East","ESRA North-West","Poland","Austria","internal",2925,2653,2915,3220,3139,2920,3211,3992,3504,3361,3641,3457,3129,2772,2685
"PL","BE","ESRA East","ESRA North-West","Poland","Belgium","internal",2272,0,0,1995,1835,2035,2443,2644,2659,2780,2779,2769,2390,2940,3691
"PL","CH","ESRA East","ESRA North-West","Poland","Switzerland","internal",2643,2320,2471,2540,2669,2566,2493,2553,2472,2444,2527,2459,2536,2677,2195
"PL","CZ","ESRA East","ESRA East","Poland","Czech Republic","internal",0,0,0,2107,2610,2484,2591,2569,2578,2870,2990,2628,2451,2582,2802
"PL","DE","ESRA East","ESRA North-West","Poland","Germany","internal",13986,12392,13409,17216,20732,22962,23862,26837,26102,25990,25425,26904,26899,24955,25839
"PL","DK","ESRA East","ESRA North-West","Poland","Denmark","internal",4723,3985,4291,4574,4023,3556,3701,3948,3507,2929,3251,4115,4315,4360,4600
"PL","ES","ESRA East","ESRA Mediterranean","Poland","Spain","internal",0,0,0,0,0,1907,2426,2841,2833,3376,4150,3968,3960,4448,5316
"PL","FI","ESRA East","ESRA North-West","Poland","Finland","internal",0,0,0,0,0,0,0,1865,0,0,1902,0,0,0,0
"PL","FR","ESRA East","ESRA North-West","Poland","France","internal",3074,3057,3292,4214,5056,5847,5993,5789,5173,5195,5536,5448,5196,5369,5707
"PL","GB","ESRA East","ESRA North-West","Poland","United Kingdom","internal",3285,2999,3202,5256,8243,13208,16647,19320,15498,15135,14881,15805,18122,16988,19710
"PL","GR","ESRA East","ESRA Mediterranean","Poland","Greece","internal",0,0,0,0,0,0,2112,2227,2311,2276,2612,2022,2361,3460,4042
"PL","IE","ESRA East","ESRA North-West","Poland","Ireland","internal",0,0,0,0,0,3159,5195,4169,3361,2982,2922,3023,3009,2737,2907
"PL","IT","ESRA East","ESRA Mediterranean","Poland","Italy","internal",2218,2117,2727,3811,5050,6269,7124,5132,4927,5967,5509,5591,5498,5887,6321
"PL","NL","ESRA East","ESRA North-West","Poland","Netherlands","internal",0,0,0,2026,2256,2208,2352,2407,2185,2478,2732,3218,3397,3865,4262
"PL","NO","ESRA East","ESRA North-West","Poland","Norway","internal",0,0,0,0,0,0,2255,2844,2555,3095,3218,4268,5523,5701,6674
"PL","PL","ESRA East","ESRA East","Poland","Poland","internal",33462,33104,34348,35454,33616,38645,39963,39229,37007,36016,39044,47928,37459,37998,35671
"PL","SE","ESRA East","ESRA North-West","Poland","Sweden","internal",0,0,0,1827,2055,2804,3352,3293,2976,2595,2809,3184,3495,3536,4075
"PL","TR","ESRA East","ESRA Mediterranean","Poland","Turkey","internal",0,0,0,0,0,0,0,2157,2282,2405,2650,2304,2330,2706,2832
"PL","UA","ESRA East","ESRA East","Poland","Ukraine","internal",0,0,0,0,0,0,1841,1948,1940,2109,2308,2874,2369,2623,2537
"PT","BE","ESRA Mediterranean","ESRA North-West","Portugal","Belgium","internal",3434,2500,2929,3215,3274,3236,3747,4154,3974,3976,4123,3888,3979,5082,5519
"PT","CH","ESRA Mediterranean","ESRA North-West","Portugal","Switzerland","internal",3436,3431,3432,3369,3493,3720,4580,5224,4893,4959,5238,5385,5819,6071,6610
"PT","DE","ESRA Mediterranean","ESRA North-West","Portugal","Germany","internal",9119,9256,8988,9354,8777,9826,10266,10611,9796,10114,10352,10631,11255,11741,13261
"PT","ES","ESRA Mediterranean","ESRA Mediterranean","Portugal","Spain","internal",15728,15780,16559,18498,20166,21857,24236,23380,21235,22322,22056,20932,19686,19793,20744
"PT","FR","ESRA Mediterranean","ESRA North-West","Portugal","France","internal",11230,11359,11160,11556,11084,12669,13217,14393,14155,15312,15936,16645,18047,19870,21158
"PT","GB","ESRA Mediterranean","ESRA North-West","Portugal","United Kingdom","internal",13137,14316,14807,15737,17171,18465,20504,21145,19233,19169,20557,18991,19960,22245,23304
"PT","IE","ESRA Mediterranean","ESRA North-West","Portugal","Ireland","internal",0,0,0,0,0,2041,2353,2239,2017,2035,2113,2110,2375,2588,2617
"PT","IT","ESRA Mediterranean","ESRA Mediterranean","Portugal","Italy","internal",3903,3997,3971,4268,4736,5542,5803,5924,5166,5903,6154,6190,5821,5784,6663
"PT","NL","ESRA Mediterranean","ESRA North-West","Portugal","Netherlands","internal",3410,3686,3466,3716,3904,4242,4190,4367,4031,4077,4522,5015,5627,5490,5805
"PT","PT","ESRA Mediterranean","ESRA Mediterranean","Portugal","Portugal","internal",47782,47725,47125,48295,48484,48649,48664,48143,49365,48374,45805,42942,41144,42077,44330
"RO","AT","ESRA East","ESRA North-West","Romania","Austria","internal",0,0,0,2152,2662,3238,3925,4577,4375,4672,4298,4648,3500,3405,3244
"RO","BE","ESRA East","ESRA North-West","Romania","Belgium","internal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2229
"RO","DE","ESRA East","ESRA North-West","Romania","Germany","internal",2382,2558,2909,3988,5413,6016,7609,10069,8762,8899,9255,9394,9393,9175,9916
"RO","ES","ESRA East","ESRA Mediterranean","Romania","Spain","internal",0,0,0,0,0,0,2946,4077,4271,4361,4616,3832,3734,3783,4051
"RO","FR","ESRA East","ESRA North-West","Romania","France","internal",0,0,0,0,2076,2518,2888,2733,3219,3239,3374,3325,3099,3065,3442
"RO","GB","ESRA East","ESRA North-West","Romania","United Kingdom","internal",0,0,0,0,0,0,0,2262,2573,2823,2873,3203,3262,4330,5406
"RO","GR","ESRA East","ESRA Mediterranean","Romania","Greece","internal",0,0,0,0,0,2075,2712,2690,2747,2286,1848,0,0,0,0
"RO","HU","ESRA East","ESRA East","Romania","Hungary","internal",0,0,2280,2888,3180,3989,4247,3865,3811,3414,3972,2364,1994,1995,2037
"RO","IT","ESRA East","ESRA Mediterranean","Romania","Italy","internal",2664,3457,4613,5898,8625,9353,10709,10026,10864,11868,11184,9839,9163,8712,10134
"RO","NL","ESRA East","ESRA North-West","Romania","Netherlands","internal",0,0,0,0,0,0,0,0,0,0,0,0,0,1925,1930
"RO","RO","ESRA East","ESRA East","Romania","Romania","internal",11384,12505,14255,14250,17564,18020,19610,22105,26659,27536,20902,18374,15423,13803,13280
"RO","TR","ESRA East","ESRA Mediterranean","Romania","Turkey","internal",0,0,0,0,0,0,2172,2523,2413,2314,2639,2729,2727,2840,2860
"RS","AT","ESRA East","ESRA North-West","Serbia","Austria","internal",0,0,0,0,0,2348,2646,2878,2760,3299,3433,3977,3288,3131,2946
"RS","CH","ESRA East","ESRA North-West","Serbia","Switzerland","internal",0,0,0,0,0,2859,2524,2433,2491,2578,2892,3036,3271,3336,3293
"RS","DE","ESRA East","ESRA North-West","Serbia","Germany","internal",0,0,0,0,0,4198,4357,4985,4768,4963,5670,5831,6098,5445,5665
"RS","FR","ESRA East","ESRA North-West","Serbia","France","internal",0,0,0,0,0,0,0,0,0,0,0,0,2125,2390,2546
"RS","GR","ESRA East","ESRA Mediterranean","Serbia","Greece","internal",0,0,0,0,0,0,0,0,0,0,0,0,0,1841,0
"RS","IT","ESRA East","ESRA Mediterranean","Serbia","Italy","internal",0,0,0,0,0,2623,2651,2677,2362,2396,2524,2408,2371,2747,2265
"RS","RS","ESRA East","ESRA East","Serbia","Serbia","internal",0,0,0,0,0,8869,9323,9839,8402,8985,8308,7986,7826,7176,7643
"RS","SI","ESRA East","ESRA East","Serbia","Slovenia","internal",0,0,0,0,0,0,0,0,0,1865,0,0,0,0,0
"RS","TR","ESRA East","ESRA Mediterranean","Serbia","Turkey","internal",0,0,0,0,0,0,0,0,0,0,0,2312,3119,3433,3356
"SE","AT","ESRA North-West","ESRA North-West","Sweden","Austria","internal",0,0,0,0,2053,2496,2632,2752,2652,2662,2746,2041,0,0,1847
"SE","BE","ESRA North-West","ESRA North-West","Sweden","Belgium","internal",5317,4610,5999,6204,4734,4318,4023,3867,3830,4337,4145,3977,3735,3789,3878
"SE","CH","ESRA North-West","ESRA North-West","Sweden","Switzerland","internal",3841,3071,2795,2332,2660,2309,2366,2480,2479,2604,2979,2830,2558,2713,2761
"SE","DE","ESRA North-West","ESRA North-West","Sweden","Germany","internal",11779,11296,12524,13820,15121,16779,17303,18908,17319,16708,17334,16959,16972,16323,17397
"SE","DK","ESRA North-West","ESRA North-West","Sweden","Denmark","internal",24272,20809,20192,19885,18305,15424,15912,15085,12058,12317,12310,12575,12283,12703,12775
"SE","EE","ESRA North-West","Other Europe","Sweden","Estonia","internal",0,0,0,0,0,0,0,2052,1855,1851,1845,2427,1868,0,1902
"SE","ES","ESRA North-West","ESRA Mediterranean","Sweden","Spain","internal",5882,5794,4926,5137,5318,5912,6508,6718,5065,6177,7312,7770,8936,8860,8789
"SE","FI","ESRA North-West","ESRA North-West","Sweden","Finland","internal",18855,17562,16621,17409,16077,14920,13661,13654,11687,12521,14026,14314,14512,14507,14405
"SE","FR","ESRA North-West","ESRA North-West","Sweden","France","internal",6639,7061,5574,6093,5515,5891,6356,6452,4865,4747,5465,5130,5607,5435,5141
"SE","GB","ESRA North-West","ESRA North-West","Sweden","United Kingdom","internal",12797,12360,12154,12406,11876,11998,11737,11859,9634,10241,12359,11268,11929,11473,11241
"SE","GR","ESRA North-West","ESRA Mediterranean","Sweden","Greece","internal",2444,2388,2037,0,0,2044,2072,2088,0,1961,2235,2239,2413,3055,3135
"SE","IT","ESRA North-West","ESRA Mediterranean","Sweden","Italy","internal",2053,0,0,2802,2657,2503,2865,3176,2918,3470,3779,3106,3132,2840,2759
"SE","LV","ESRA North-West","Other Europe","Sweden","Latvia","internal",0,0,0,0,0,1845,2038,2189,2301,2173,2283,0,1904,0,2315
"SE","NL","ESRA North-West","ESRA North-West","Sweden","Netherlands","internal",6424,4868,4815,4757,4500,4651,4734,5613,5020,4983,5368,5450,5444,5518,5333
"SE","NO","ESRA North-West","ESRA North-West","Sweden","Norway","internal",11019,9580,9111,9710,9563,10409,9536,10250,9222,9796,10943,10385,10226,11551,10632
"SE","PL","ESRA North-West","ESRA East","Sweden","Poland","internal",0,0,0,1830,2020,2773,3322,3297,2965,2582,2804,3171,3465,3527,4129
"SE","SE","ESRA North-West","ESRA North-West","Sweden","Sweden","internal",200005,186882,174897,175028,168613,162704,158065,155510,144408,142537,153099,146977,148047,147135,144030
"SE","TR","ESRA North-West","ESRA Mediterranean","Sweden","Turkey","internal",0,0,0,0,1970,0,0,2022,2089,2881,3782,4160,4845,4737,4485
"SI","AT","ESRA East","ESRA North-West","Slovenia","Austria","internal",0,0,0,2130,2618,2110,2002,2288,2049,1965,0,1874,0,0,0
"SI","DE","ESRA East","ESRA North-West","Slovenia","Germany","internal",2100,2317,2491,2629,2958,2977,3174,3412,3040,2939,3050,3018,2830,2467,2667
"SI","FR","ESRA East","ESRA North-West","Slovenia","France","internal",0,0,0,0,0,0,1902,1905,0,0,0,0,0,0,0
"SI","RS","ESRA East","ESRA East","Slovenia","Serbia","internal",0,0,0,0,0,0,0,0,0,1870,0,0,0,0,0
"SK","CZ","ESRA East","ESRA East","Slovakia","Czech Republic","internal",2753,2852,3320,3441,3574,3529,4180,4378,3836,3752,3024,1907,0,1875,1908
"SK","DE","ESRA East","ESRA North-West","Slovakia","Germany","internal",0,0,0,0,2119,2203,2026,2299,0,0,0,0,0,0,0
"SK","GB","ESRA East","ESRA North-West","Slovakia","United Kingdom","internal",0,0,0,0,0,1925,2043,2979,2234,0,0,0,0,0,2138
"SK","SK","ESRA East","ESRA East","Slovakia","Slovakia","internal",2268,2877,2870,2880,3085,2475,3760,3755,4313,3228,2809,2545,2111,2075,2294
"TR","AT","ESRA Mediterranean","ESRA North-West","Turkey","Austria","internal",3839,3844,3371,3914,4125,3589,3705,3879,3489,3977,4668,4623,5086,5192,5334
"TR","BE","ESRA Mediterranean","ESRA North-West","Turkey","Belgium","internal",3089,2933,2839,3557,4517,4078,4394,4337,4504,4856,4994,5120,5349,5561,5504
"TR","CH","ESRA Mediterranean","ESRA North-West","Turkey","Switzerland","internal",3073,2759,2766,3034,3499,2694,2887,3360,3591,3941,4355,4660,5108,5342,5590
"TR","CZ","ESRA Mediterranean","ESRA East","Turkey","Czech Republic","internal",0,0,0,0,0,0,0,0,0,0,1858,1838,1869,1988,2430
"TR","DE","ESRA Mediterranean","ESRA North-West","Turkey","Germany","internal",31246,33937,32828,35763,37365,33831,36923,38141,37724,42783,44775,45927,45812,49580,54162
"TR","DK","ESRA Mediterranean","ESRA North-West","Turkey","Denmark","internal",0,0,0,1843,2359,2012,1947,2106,2288,2958,3481,3476,3786,3923,4071
"TR","ES","ESRA Mediterranean","ESRA Mediterranean","Turkey","Spain","internal",0,0,0,0,0,0,1878,2205,2551,3088,3351,3384,3674,4625,5044
"TR","FI","ESRA Mediterranean","ESRA North-West","Turkey","Finland","internal",0,0,0,0,0,0,0,0,0,0,0,0,0,2010,2111
"TR","FR","ESRA Mediterranean","ESRA North-West","Turkey","France","internal",4951,5116,4714,5055,6042,6087,6376,6603,7122,8914,10228,10165,10265,11024,11701
"TR","GB","ESRA Mediterranean","ESRA North-West","Turkey","United Kingdom","internal",6872,6957,7247,8766,10806,10921,12549,13682,15061,16429,15603,15178,16219,17497,17882
"TR","GE","ESRA Mediterranean","Other Europe","Turkey","Georgia","internal",0,0,0,0,0,0,0,0,0,0,0,1851,2565,3143,3047
"TR","GR","ESRA Mediterranean","ESRA Mediterranean","Turkey","Greece","internal",0,0,0,0,2291,2247,2343,2364,2558,3124,3237,3611,4057,4601,5118
"TR","HU","ESRA Mediterranean","ESRA East","Turkey","Hungary","internal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2146
"TR","IT","ESRA Mediterranean","ESRA Mediterranean","Turkey","Italy","internal",2925,2340,2172,2296,2851,3184,3888,4218,4267,5502,6902,7319,8441,9122,10350
"TR","NL","ESRA Mediterranean","ESRA North-West","Turkey","Netherlands","internal",5318,6179,6399,7996,8597,7078,6826,6704,6819,7823,8247,8531,9363,9684,9632
"TR","NO","ESRA Mediterranean","ESRA North-West","Turkey","Norway","internal",0,0,0,0,0,0,0,0,0,1858,2377,2711,2868,2347,2386
"TR","PL","ESRA Mediterranean","ESRA East","Turkey","Poland","internal",0,0,0,0,0,0,0,2142,2285,2402,2654,2341,2318,2714,2830
"TR","RO","ESRA Mediterranean","ESRA East","Turkey","Romania","internal",0,0,0,0,0,0,2159,2527,2389,2312,2657,2739,2755,2843,2868
"TR","RS","ESRA Mediterranean","ESRA East","Turkey","Serbia","internal",0,0,0,0,0,0,0,0,0,0,0,2340,3109,3409,3318
"TR","SE","ESRA Mediterranean","ESRA North-West","Turkey","Sweden","internal",0,0,0,0,1967,0,0,2013,2104,2925,3790,4117,4704,4650,4393
"TR","TR","ESRA Mediterranean","ESRA Mediterranean","Turkey","Turkey","internal",70125,62598,62084,81432,111567,146813,161275,166857,179454,218949,251633,265007,301873,329324,359224
"TR","UA","ESRA Mediterranean","ESRA East","Turkey","Ukraine","internal",2372,3090,3301,3955,4750,5519,6491,7622,6425,6791,6893,7518,8557,6410,6790
"UA","AT","ESRA East","ESRA North-West","Ukraine","Austria","internal",0,0,2028,2325,2672,3371,3792,4286,4028,3936,3825,3665,3500,2505,2337
"UA","DE","ESRA East","ESRA North-West","Ukraine","Germany","internal",0,0,0,1938,2552,3249,3357,3770,4606,5236,5314,5294,5354,4229,3684
"UA","FR","ESRA East","ESRA North-West","Ukraine","France","internal",0,0,0,0,0,0,0,0,0,0,1832,1852,2013,0,0
"UA","IT","ESRA East","ESRA Mediterranean","Ukraine","Italy","internal",0,0,0,0,0,0,1974,2027,1930,1896,1994,2160,2608,2132,0
"UA","PL","ESRA East","ESRA East","Ukraine","Poland","internal",0,0,0,0,0,0,1845,1949,1937,2138,2364,2870,2373,2650,2548
"UA","TR","ESRA East","ESRA Mediterranean","Ukraine","Turkey","internal",1983,2831,3305,3983,4699,5421,6377,7472,6242,6637,6774,7213,8166,6135,6518
"UA","UA","ESRA East","ESRA East","Ukraine","Ukraine","internal",0,8636,33159,37078,34306,37311,38932,39040,31336,33004,33210,34749,31054,17385,12254
